DATE,e_calcium,e_calories,e_carbs,e_cholesterol,e_fiber,e_protein,e_sat_fat,e_sodium,e_sugar,e_unsat_fat,m_active_time,m_calories,m_distance,m_inactive_time,m_lcat,m_lcit,m_steps,m_workout_count,m_workout_time,n_asleep_time,n_awake,n_awake_time,n_awakenings,n_bedtime,n_deep,n_duration,n_light,n_quality,n_rem,o_count,o_mood,s_asleep_time,s_awake,s_awake_time,s_awakenings,s_bedtime,s_deep,s_duration,s_light,s_quality,s_rem
20130601,200.0,514.9999923706,40.78999976158,6.0,2.300000011921,11.93000000596,15.293000011921,443.0,13.53999985695,17.21199976158,14780.0,914.973000018,5795.0,37560.0,833.0,10920.0,8636.0,2.0,11100.0,,,,,,,,,,,1.0,50.0,1338.0,1371.0,1367.0,0.0,1327.0,1080.0,1740.0,660.0,6.0,
20130602,84.0,1290.1640125999000,76.63579333377,94.0,23.742013692961,50.193581777806,32.40455961229,860.9997991025500,31.080739259716,47.67484011703,7545.0,262.699999174,9454.0,38820.0,1721.0,10380.0,14123.0,0.0,0.0,,,,,,,,,,,1.0,50.0,,,,,,,,,,
20130603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8549.0,356.382998554,10321.0,38040.0,2317.0,9600.0,14982.0,1.0,720.0,,,,,,,,,,,,,,,,,,,,,,
20130604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4904.0,168.533001076,5987.0,40500.0,800.0,6240.0,9027.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20130605,638.800018311,922.4444371001000,107.505945397154,30.59999990463,23.228650093186,34.604628002672000,15.275920465947,857.0492105483000,51.650661632453000,24.63193338592,9252.0,337.380999398,7462.0,40020.0,921.0,9060.0,11069.0,1.0,3600.0,,,,,,,,,,,1.0,50.0,44.0,1244.0,448.0,1.0,28.0,14315.0,24093.0,9778.0,84.0,
20130606,,,,,,,,,,,6341.0,239.039000131,8546.0,39000.0,1656.0,5400.0,12340.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20130607,,,,,,,,,,,44749.0,258.930000968,9290.0,36660.0,1357.0,6420.0,13954.0,1.0,43229.0,,,,,,,,,,,,,,,,,,,,,,
20130608,,,,,,,,,,,4715.0,161.623000376,5678.0,41040.0,611.0,9540.0,8603.0,0.0,0.0,,,,,,,,,,,,,124.0,8086.0,573.0,3.0,113.0,11999.0,19620.0,7621.0,68.0,
20130609,,,,,,,,,,,5209.0,186.178000242,6583.0,40560.0,1115.0,10080.0,9793.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20130610,,,,,,,,,,,6694.0,243.809998777,8759.0,39480.0,705.0,8460.0,12830.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20130611,,,,,,,,,,,5810.0,207.036999941,7390.0,41520.0,1278.0,8100.0,10920.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20130612,,,,,,,,,,,8349.0,288.970001427,10207.0,33300.0,1321.0,3120.0,15399.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20130613,,,,,,,,,,,4777.0,162.074999943,5802.0,34800.0,702.0,8760.0,8748.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20130614,,,,,,,,,,,4122.0,145.227999836,5074.0,38100.0,770.0,10320.0,7628.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20130615,,,,,,,,,,,5418.0,177.124001056,6167.0,41820.0,1419.0,7500.0,9528.0,0.0,0.0,,,,,,,,,,,,,219.0,1409.0,623.0,1.0,208.0,14595.0,23655.0,9060.0,78.0,
20130616,,,,,,,,,,,101.0,3.32399994135,114.0,0.0,76.0,0.0,178.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20130617,,,,,,,,,,,6311.0,229.932999402,8202.0,39960.0,698.0,8880.0,12074.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20130618,,,,,,,,,,,6214.0,227.048000256,8019.0,37380.0,1257.0,9180.0,11807.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20130619,,,,,,,,,,,5109.0,177.242999924,6299.0,40800.0,1110.0,7560.0,9458.0,0.0,0.0,,,,,,,,,,,,,102.0,966.0,446.0,0.0,86.0,15780.0,20816.0,5036.0,81.0,
20130620,,,,,,,,,,,7260.0,260.347998571,9447.0,35820.0,1223.0,6660.0,13884.0,0.0,0.0,,,,,,,,,,,1.0,50.0,,,,,,,,,,
20130621,,,,,,,,,,,10402.0,503.5940006,9632.0,32880.0,875.0,3360.0,14342.0,2.0,3900.0,,,,,,,,,,,1.0,70.0,147.0,2160.0,461.0,1.0,126.0,14844.0,18504.0,3660.0,73.0,
20130622,,,,,,,,,,,7302.0,264.604998991,9384.0,36360.0,1159.0,6900.0,13811.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20130623,,,,,,,,,,,3585.0,129.756999785,4625.0,42000.0,962.0,10560.0,6814.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20130624,,,,,,,,,,,9646.0,499.17699989100000,6912.0,36540.0,1352.0,3900.0,10152.0,2.0,4800.0,,,,,,,,,,,1.0,50.0,,,,,,,,,,
20130625,,,,,,,,,,,6663.0,239.06399928,8420.0,37200.0,1815.0,6360.0,12516.0,0.0,0.0,,,,,,,,,,,,,128.0,1618.0,457.0,0.0,112.0,10080.0,19800.0,9720.0,65.0,
20130626,213.0,323.0,26.0,42.0,13.0,20.0,3.0,1144.0,5.0,15.0,7817.0,288.564998841,10311.0,34980.0,1286.0,3180.0,15062.0,0.0,0.0,,,,,,,,,,,1.0,50.0,,,,,,,,,,
20130627,,,,,,,,,,,5825.0,209.01799893,7576.0,40560.0,1086.0,6000.0,11123.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20130628,78.0,177.0,15.0,80.0,6.0,16.0,1.0,917.0,4.0,5.0,7026.0,253.803000327,9038.0,39720.0,2161.0,6720.0,13332.0,0.0,0.0,449.0,1432.0,458.0,0.0,438.0,540.0,540.0,0.0,1.0,,1.0,50.0,,,,,,,,,,
20130629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12235.0,686.1340007890000,6781.0,40680.0,709.0,6480.0,10136.0,1.0,7200.0,,,,,,,,,,,,,115.0,1393.0,569.0,1.0,109.0,14820.0,26940.0,12120.0,88.0,
20130630,78.0,458.0292682648,44.623220682145,65.0,8.509854631423,22.105865865946,11.353079276088,445.085865812302,20.28250004917,10.186731725935000,11626.0,606.287998771,8692.0,38580.0,1254.0,5820.0,12831.0,1.0,5400.0,,,,,,,,,,,1.0,50.0,,,,,,,,,,
20130701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6317.0,217.790999383,7910.0,35340.0,937.0,4260.0,11813.0,0.0,0.0,,,,,,,,,,,1.0,50.0,,,,,,,,,,
20130702,152.0,253.0,16.0,75.0,6.0,29.0,3.0,477.0,5.0,5.0,6414.0,232.038999498,8342.0,33840.0,927.0,3960.0,12256.0,0.0,0.0,,,,,,,,,,,,,122.0,2842.0,470.0,0.0,90.0,7980.0,21000.0,13020.0,63.0,
20130703,213.0,323.0,26.0,42.0,13.0,20.0,3.0,1144.0,5.0,15.0,6330.0,220.657999989,7922.0,31860.0,605.0,4320.0,11821.0,0.0,0.0,,,,,,,,,,,,,307.0,710.0,511.0,0.0,296.0,5280.0,12291.0,7011.0,35.0,
20130704,,,,,,,,,,,5102.0,174.033000199,6334.0,37440.0,829.0,4200.0,9484.0,0.0,0.0,,,,,,,,,,,,,106.0,2669.0,560.0,1.0,95.0,14101.0,25542.0,11441.0,87.0,
20130705,60.0,220.0,9.0,65.0,2.0,19.0,5.0,400.0,4.0,6.0,6090.0,221.148999257,7941.0,38940.0,1284.0,8160.0,11635.0,0.0,0.0,,,,,,,,,,,,,177.0,6366.0,505.0,2.0,85.0,14429.0,18862.0,4433.0,69.0,
20130706,,,,,,,,,,,163.0,6.01000005007,214.0,50160.0,47.0,48780.0,316.0,0.0,0.0,,,,,,,,,,,,,97.0,2528.0,656.0,2.0,76.0,25861.0,32397.0,6536.0,100.0,
20130707,,,,,,,,,,,5917.0,208.154000804,7456.0,33900.0,1610.0,4020.0,11108.0,0.0,0.0,,,,,,,,,,,,,113.0,2336.0,482.0,0.0,87.0,11580.0,22021.0,10441.0,73.0,
20130708,,,,,,,,,,,16867.0,800.7869109130000,10432.0,35880.0,1256.0,2820.0,15279.0,3.0,10200.0,,,,,,,,,,,,,,,,,,,,,,
20130709,120.0,558.0,29.38,235.0,17.0,21.26,8.544,701.0,5.38,30.578,6140.0,223.608999951,7949.0,38640.0,1014.0,4440.0,11728.0,0.0,0.0,,,,,,,,,,,1.0,50.0,,,,,,,,,,
20130710,450.0,130.0,17.0,7.0,0.0,15.0,0.0,165.0,11.0,0.0,7906.0,275.32299995,9959.0,31140.0,1636.0,3480.0,14825.0,0.0,0.0,,,,,,,,,,,,,95.0,2080.0,484.0,1.0,74.0,14841.0,22761.0,7920.0,82.0,
20130711,137.0,324.5000057222,42.869001209677,59.0,6.170000314711000,20.11100002937,0.9962000213558000,618.899998307272,21.464000284643,8.2759002000105,5568.0,196.087999685,7084.0,37200.0,717.0,6120.0,10520.0,0.0,0.0,,,,,,,,,,,1.0,50.0,290.0,1109.0,421.0,0.0,286.0,4201.0,7866.0,3665.0,25.0,
20130712,112.0,382.4759006505,18.119081139569000,249.0,6.336782008411,26.257798807592,9.0018437845,927.450000286222,5.390500013827,13.177497590037,7075.0,248.739000088,9095.0,37680.0,2257.0,7320.0,13429.0,0.0,0.0,,,,,,,,,,,1.0,50.0,,,,,,,,,,
20130713,,,,,,,,,,,8412.0,387.330000144,9230.0,36540.0,2198.0,9000.0,13785.0,1.0,1200.0,,,,,,,,,,,1.0,50.0,,,,,,,,,,
20130714,474.0,251.0,34.0,7.0,8.0,18.0,4.0,168.0,19.0,1.0,5776.0,201.858000545,7275.0,35100.0,1952.0,4980.0,10825.0,0.0,0.0,,,,,,,,,,,,,95.0,2014.0,554.0,1.0,79.0,15360.0,27051.0,11691.0,90.0,
20130715,,,,,,,,,,,7771.0,273.056999706,9865.0,31500.0,1440.0,3840.0,14637.0,0.0,0.0,,,,,,,,,,,,,108.0,3088.0,477.0,1.0,82.0,10883.0,20903.0,10020.0,68.0,
20130716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9419.0,374.729998169,8579.0,41040.0,1050.0,6540.0,12518.0,2.0,3900.0,,,,,,,,,,,,,,,,,,,,,,
20130717,,,,,,,,,,,12529.0,552.691022816,9813.0,37500.0,1459.0,9540.0,14460.0,3.0,6000.0,,,,,,,,,,,,,86.0,1133.0,440.0,1.0,75.0,11641.0,20879.0,9238.0,72.0,
20130718,,,,,,,,,,,13745.0,712.062999278,11422.0,32940.0,1892.0,5160.0,16853.0,1.0,6300.0,,,,,,,,,,,1.0,50.0,51.0,1205.0,440.0,0.0,35.0,13260.0,23524.0,10264.0,81.0,
20130719,,,,,,,,,,,12990.0,736.783557575,8276.0,39120.0,1141.0,7920.0,12343.0,2.0,7800.0,,,,,,,,,,,,,115.0,2322.0,453.0,1.0,98.0,15973.0,19939.0,3966.0,78.0,
20130720,,,,,,,,,,,18544.0,1246.889275855,7188.0,33060.0,834.0,6180.0,10827.0,2.0,14400.0,,,,,,,,,,,1.0,50.0,137.0,3471.0,555.0,1.0,85.0,13080.0,24901.0,11821.0,81.0,
20130721,,,,,,,,,,,9813.0,561.842999719,6600.0,35040.0,1043.0,11940.0,9821.0,1.0,6000.0,,,,,,,,,,,1.0,50.0,116.0,1468.0,495.0,1.0,110.0,15109.0,22369.0,7260.0,81.0,
20130722,,,,,,,,,,,9460.0,377.5140003546,11076.0,32580.0,820.0,5580.0,16347.0,1.0,1200.0,,,,,,,,,,,1.0,50.0,56.0,1221.0,445.0,0.0,45.0,8880.0,23400.0,14520.0,72.0,
20130723,,,,,,,,,,,4105.0,141.664000753,5125.0,40080.0,778.0,4920.0,7667.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20130724,,,,,,,,,,,6402.0,274.0769996174,7957.0,41580.0,1027.0,7260.0,11621.0,1.0,1200.0,,,,,,,,,,,,,,,,,,,,,,
20130725,,,,,,,,,,,8011.0,265.3380003159,7518.0,40320.0,961.0,5940.0,11215.0,1.0,2100.0,,,,,,,,,,,1.0,50.0,108.0,1312.0,427.0,1.0,92.0,10380.0,18961.0,8581.0,65.0,
20130726,,,,,,,,,,,4315.0,149.48500035,5271.0,39780.0,663.0,3420.0,7939.0,0.0,0.0,,,,,,,,,,,,,67.0,995.0,416.0,0.0,56.0,13928.0,21448.0,7520.0,79.0,
20130727,,,,,,,,,,,7017.0,246.93700081100000,8757.0,38760.0,1044.0,10920.0,13051.0,0.0,0.0,,,,,,,,,,,,,61.0,735.0,462.0,1.0,57.0,15339.0,23679.0,8340.0,86.0,
20130728,,,,,,,,,,,1482.0,50.8929998968,1908.0,45180.0,336.0,5880.0,2821.0,0.0,0.0,,,,,,,,,,,,,123.0,1092.0,501.0,0.0,106.0,15480.0,22800.0,7320.0,82.0,
20130729,,,,,,,,,,,6063.0,216.25899970200000,7745.0,38520.0,1046.0,8040.0,11471.0,0.0,0.0,,,,,,,,,,,1.0,50.0,10.0,4165.0,454.0,1.0,1434.0,17028.0,24048.0,7020.0,93.0,
20130730,,,,,,,,,,,12731.0,715.8120000040000,8314.0,37860.0,1062.0,10200.0,12234.0,1.0,7200.0,,,,,,,,,,,,,,,,,,,,,,
20130731,,,,,,,,,,,13521.0,712.1589995000000,9547.0,35460.0,1673.0,3660.0,14189.0,1.0,6600.0,,,,,,,,,,,,,32.0,2442.0,441.0,1.0,21.0,12768.0,22959.0,10191.0,77.0,
20130801,,,,,,,,,,,11462.0,585.89100003,9245.0,34200.0,1232.0,6120.0,13756.0,1.0,5100.0,,,,,,,,,,,,,116.0,2962.0,427.0,0.0,67.0,12967.0,18667.0,5700.0,71.0,
20130802,,,,,,,,,,,14768.0,927.4280002210000,8391.0,33420.0,1245.0,3780.0,12296.0,2.0,8700.0,,,,,,,,,,,,,71.0,1315.0,500.0,1.0,55.0,12307.0,25508.0,13201.0,83.0,
20130803,,,,,,,,,,,13994.0,823.2189995870000,8595.0,33000.0,1261.0,9180.0,12776.0,3.0,9300.0,,,,,,,,,,,1.0,50.0,82.0,730.0,521.0,0.0,71.0,14880.0,26312.0,11432.0,89.0,
20130804,,,,,,,,,,,15650.0,1058.9740006290000,8928.0,32460.0,783.0,3900.0,13355.0,3.0,11040.0,1168.0,1311.0,1197.0,0.0,1147.0,1905.0,1905.0,0.0,5.0,,1.0,40.0,59.0,1999.0,476.0,1.0,36.0,14340.0,24404.0,10064.0,85.0,
20130805,,,,,,,,,,,9146.0,377.6329994631,11162.0,36780.0,1347.0,6720.0,16456.0,1.0,1200.0,,,,,,,,,,,1.0,40.0,36.0,1825.0,465.0,1.0,25.0,19861.0,24766.0,4905.0,100.0,
20130806,,,,,,,,,,,7850.0,370.771999441,7777.0,39300.0,1043.0,4980.0,11459.0,2.0,2520.0,,,,,,,,,,,1.0,50.0,78.0,1440.0,452.0,1.0,67.0,15606.0,22265.0,6659.0,83.0,
20130807,,,,,,,,,,,10264.0,362.57900010000000,8545.0,39900.0,2175.0,6540.0,12681.0,1.0,3600.0,,,,,,,,,,,1.0,50.0,,,,,,,,,,
20130808,,,,,,,,,,,8160.0,280.859001098,10086.0,38640.0,1841.0,8280.0,15145.0,0.0,0.0,,,,,,,,,,,,,97.0,2193.0,466.0,1.0,76.0,11829.0,21909.0,10080.0,73.0,
20130809,,,,,,,,,,,6543.0,228.746000018,8183.0,40140.0,745.0,5280.0,12213.0,0.0,0.0,,,,,,,,,,,,,56.0,2647.0,420.0,2.0,40.0,14446.0,20560.0,6114.0,75.0,
20130810,,,,,,,,,,,9022.0,445.083000492,7377.0,37740.0,1224.0,5940.0,11008.0,1.0,3600.0,,,,,,,,,,,1.0,50.0,44.0,1265.0,473.0,0.0,23.0,15243.0,25799.0,10556.0,92.0,
20130811,,,,,,,,,,,35157.0,186.023998912,6835.0,40380.0,1374.0,7080.0,10022.0,1.0,29951.0,,,,,,,,,,,,,,,,,,,,,,
20130812,,,,,,,,,,,8812.0,399.68599998800000,10003.0,36540.0,1855.0,4560.0,14776.0,1.0,1800.0,,,,,,,,,,,,,70.0,771.0,454.0,0.0,59.0,10680.0,22970.0,12290.0,74.0,
20130813,,,,,,,,,,,7101.0,302.440999968,7259.0,42000.0,919.0,8220.0,10819.0,2.0,1320.0,,,,,,,,,,,1.0,50.0,71.0,731.0,415.0,0.0,60.0,12481.0,20661.0,8180.0,74.0,
20130814,,,,,,,,,,,7529.0,266.372000581,9422.0,38580.0,2120.0,7620.0,14062.0,0.0,0.0,,,,,,,,,,,1.0,50.0,61.0,2604.0,395.0,2.0,40.0,11818.0,19197.0,7379.0,68.0,
20130815,,,,,,,,,,,8192.0,341.7600015472,9328.0,36180.0,1029.0,5940.0,13816.0,1.0,1200.0,,,,,,,,,,,1.0,50.0,66.0,1255.0,460.0,1.0,50.0,14429.0,23357.0,8928.0,84.0,
20130816,,,,,,,,,,,9831.0,408.6099995974,11390.0,38280.0,1510.0,4320.0,16694.0,1.0,1200.0,,,,,,,,,,,1.0,50.0,114.0,1364.0,413.0,1.0,98.0,11879.0,17649.0,5770.0,66.0,
20130817,,,,,,,,,,,6172.0,215.008999065,7694.0,38760.0,1224.0,6240.0,11511.0,0.0,0.0,,,,,,,,,,,,,25.0,2767.0,494.0,3.0,14.0,17585.0,26254.0,8669.0,95.0,
20130818,,,,,,,,,,,8175.0,368.862999141,8346.0,40860.0,1777.0,6060.0,12298.0,2.0,1687.0,,,,,,,,,,,1.0,50.0,53.0,1146.0,544.0,1.0,49.0,18541.0,28740.0,10199.0,100.0,
20130819,,,,,,,,,,,10386.0,372.58799935170000,12822.0,37800.0,2047.0,9120.0,19042.0,1.0,1200.0,,,,,,,,,,,1.0,50.0,87.0,2002.0,450.0,0.0,65.0,12332.0,21692.0,9360.0,75.0,
20130820,,,,,,,,,,,11586.0,614.402999148,9558.0,36480.0,1456.0,3960.0,14258.0,1.0,5700.0,,,,,,,,,,,1.0,50.0,125.0,1320.0,463.0,0.0,103.0,14280.0,20372.0,6092.0,76.0,
20130821,,,,,,,,,,,9762.0,342.614997966,12324.0,37980.0,1567.0,7560.0,18327.0,0.0,0.0,,,,,,,,,,,1.0,50.0,98.0,1803.0,457.0,1.0,82.0,12120.0,20820.0,8700.0,74.0,
20130822,,,,,,,,,,,9561.0,326.501000633,11799.0,36660.0,1456.0,6300.0,17717.0,0.0,0.0,,,,,,,,,,,1.0,50.0,24.0,1209.0,413.0,1.0,18.0,16741.0,22621.0,5880.0,89.0,0.0
20130823,,,,,,,,,,,8615.0,294.505000351,10577.0,38700.0,1797.0,6420.0,15915.0,0.0,0.0,,,,,,,,,,,1.0,50.0,82.0,1017.0,438.0,1.0,78.0,11748.0,20815.0,9067.0,71.0,0.0
20130824,,,,,,,,,,,10518.0,529.36999982,10754.0,35760.0,1740.0,8460.0,15434.0,1.0,3600.0,,,,,,,,,,,1.0,50.0,63.0,1458.0,487.0,1.0,52.0,16879.0,24770.0,7891.0,92.0,0.0
20130825,,,,,,,,,,,11995.0,447.97999873800000,9444.0,35820.0,1963.0,7320.0,13833.0,1.0,4800.0,,,,,,,,,,,,,,,,,,,,,,
20130826,,,,,,,,,,,10006.0,478.68199969400000,9333.0,39360.0,2308.0,7260.0,13580.0,1.0,3600.0,,,,,,,,,,,,,81.0,396.0,455.0,0.0,75.0,10551.0,22551.0,12000.0,73.0,0.0
20130827,,,,,,,,,,,5994.0,213.023000577,7531.0,41640.0,1124.0,8040.0,11226.0,0.0,0.0,,,,,,,,,,,2.0,90.0,82.0,1260.0,408.0,2.0,78.0,9659.0,18690.0,9031.0,63.0,0.0
20130828,,,,,,,,,,,11809.0,606.557999245,8906.0,37380.0,1085.0,5160.0,13215.0,1.0,5280.0,,,,,,,,,,,,,,,,,,,,,,
20130829,,,,,,,,,,,9855.0,463.445000559,9011.0,40080.0,1511.0,10740.0,13280.0,1.0,3600.0,,,,,,,,,,,,,76.0,970.0,415.0,1.0,65.0,11246.0,20246.0,9000.0,67.0,0.0
20130830,,,,,,,,,,,8314.0,297.145998448,10605.0,38460.0,1063.0,8820.0,15698.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20130831,,,,,,,,,,,13035.0,869.860000787,7983.0,37320.0,718.0,15960.0,11121.0,2.0,9000.0,,,,,,,,,,,,,,,,,,,,,,
20130901,,,,,,,,,,,13685.0,887.629001109,9598.0,34380.0,1613.0,7560.0,14440.0,1.0,7200.0,,,,,,,,,,,1.0,50.0,123.0,3024.0,492.0,1.0,112.0,11587.0,19841.0,8254.0,68.0,0.0
20130902,,,,,,,,,,,5419.0,186.327000543,6652.0,41040.0,951.0,4920.0,10009.0,0.0,0.0,,,,,,,,,,,1.0,50.0,130.0,6531.0,539.0,2.0,109.0,11317.0,21337.0,10020.0,69.0,0.0
20130903,,,,,,,,,,,13424.0,732.1959994050000,10995.0,36180.0,2607.0,5040.0,16355.0,1.0,5400.0,,,,,,,,,,,,,9.0,2202.0,448.0,1.0,3.0,13690.0,25150.0,11460.0,86.0,0.0
20130904,,,,,,,,,,,6554.0,232.668998597,8271.0,41220.0,1367.0,7140.0,12311.0,0.0,0.0,,,,,,,,,,,1.0,50.0,100.0,1010.0,459.0,0.0,84.0,12180.0,21945.0,9765.0,74.0,0.0
20130905,,,,,,,,,,,6349.0,223.534000037,8037.0,37920.0,1353.0,9720.0,11945.0,0.0,0.0,,,,,,,,,,,,,74.0,1724.0,417.0,1.0,57.0,12360.0,20018.0,7658.0,71.0,0.0
20130906,,,,,,,,,,,14066.0,456.407000277,15943.0,14940.0,2257.0,4440.0,24681.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20130907,,,,,,,,,,,10927.0,364.881999966,13133.0,28260.0,1585.0,4140.0,19891.0,0.0,0.0,,,,,,,,,,,1.0,50.0,,,,,,,,,,
20130908,,,,,,,,,,,7288.0,243.684000954,8779.0,35640.0,1982.0,8760.0,13278.0,0.0,0.0,,,,,,,,,,,,,104.0,1712.0,548.0,1.0,98.0,14579.0,25439.0,10860.0,83.0,0.0
20130909,,,,,,,,,,,9411.0,338.882999957,12050.0,32940.0,2113.0,4380.0,17834.0,0.0,0.0,,,,,,,,,,,1.0,50.0,23.0,5313.0,512.0,2.0,1417.0,14719.0,27139.0,12420.0,90.0,0.0
20130910,,,,,,,,,,,19001.0,674.095997619,24313.0,25260.0,5256.0,8880.0,35939.0,0.0,0.0,,,,,,,,,,,,,88.0,5466.0,322.0,0.0,1437.0,14280.0,14280.0,0.0,65.0,0.0
20130911,,,,,,,,,,,12168.0,419.125001146,14971.0,30540.0,2593.0,7620.0,22480.0,0.0,0.0,,,,,,,,,,,1.0,50.0,143.0,3213.0,657.0,1.0,107.0,15909.0,29952.0,14043.0,97.0,0.0
20130912,,,,,,,,,,,9434.0,319.124998188,11421.0,29100.0,2019.0,7440.0,17223.0,0.0,0.0,1233.0,3227.0,1317.0,1.0,1227.0,1260.0,3900.0,2640.0,9.0,0.0,,,136.0,987.0,420.0,0.0,120.0,9481.0,17289.0,7808.0,58.0,0.0
20130913,,,,,,,,,,,1009.0,38.0439996123,1364.0,0.0,843.0,0.0,1979.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20130914,,,,,,,,,,,14414.0,489.977998704,17412.0,27900.0,2780.0,5040.0,26276.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20130915,,,,,,,,,,,8248.0,270.466000445,9660.0,33360.0,1278.0,9000.0,14784.0,0.0,0.0,,,,,,,,,,,1.0,50.0,104.0,1361.0,677.0,1.0,92.0,20435.0,34175.0,13740.0,100.0,0.0
20130916,,,,,,,,,,,10696.0,377.586999368,13425.0,35760.0,2033.0,9120.0,20015.0,0.0,0.0,,,,,,,,,,,,,71.0,2163.0,240.0,0.0,55.0,7200.0,10560.0,3360.0,39.0,0.0
20130917,,,,,,,,,,,5659.0,191.157000093,6897.0,40260.0,965.0,16440.0,10386.0,0.0,0.0,876.0,16987.0,1035.0,1.0,665.0,1260.0,7860.0,6600.0,18.0,0.0,,,84.0,1012.0,403.0,1.0,78.0,9780.0,18686.0,8906.0,64.0,0.0
20130918,,,,,,,,,,,6144.0,232.675999751,8168.0,19260.0,1674.0,8280.0,11865.0,0.0,0.0,,,,,,,,,,,1.0,50.0,429.0,1898.0,763.0,2.0,418.0,14309.0,18906.0,4597.0,62.0,0.0
20130919,,,,,,,,,,,6999.0,255.621999025,9187.0,39000.0,743.0,6780.0,13449.0,0.0,0.0,,,,,,,,,,,,,41.0,1902.0,345.0,1.0,30.0,10500.0,17026.0,6526.0,61.0,0.0
20130920,,,,,,,,,,,8421.0,285.954000503,10076.0,37920.0,1137.0,7200.0,15301.0,0.0,0.0,,,,,,,,,,,,,75.0,755.0,369.0,0.0,64.0,11581.0,17820.0,6239.0,66.0,0.0
20130921,,,,,,,,,,,7629.0,281.037000572,9726.0,36540.0,4076.0,10320.0,14323.0,0.0,0.0,,,,,,,,,,,,,40.0,1443.0,434.0,1.0,29.0,14880.0,23308.0,8428.0,86.0,0.0
20130922,,,,,,,,,,,7498.0,254.406000223,8934.0,29160.0,1022.0,5520.0,13579.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20130923,,,,,,,,,,,7397.0,260.425000457,9262.0,38520.0,830.0,6180.0,13801.0,0.0,0.0,,,,,,,,,,,,,51.0,1329.0,460.0,0.0,35.0,12780.0,24600.0,11820.0,85.0,0.0
20130924,,,,,,,,,,,32330.0,275.305999067,9973.0,35760.0,1109.0,6540.0,14818.0,1.0,24548.0,,,,,,,,,,,,,,,,,,,,,,
20130925,,,,,,,,,,,9499.0,347.827999081,12421.0,35460.0,1530.0,5160.0,18175.0,0.0,0.0,,,,,,,,,,,,,53.0,765.0,422.0,0.0,42.0,12780.0,22089.0,9309.0,78.0,0.0
20130926,,,,,,,,,,,8012.0,279.042001611,9796.0,38520.0,2122.0,5700.0,14782.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20130927,,,,,,,,,,,7612.0,264.952000078,9607.0,39780.0,1099.0,6540.0,14288.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20130928,,,,,,,,,,,5902.0,216.148998007,7663.0,39060.0,1046.0,4440.0,11272.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20130929,,,,,,,,,,,15057.0,909.783000525,8246.0,33900.0,1210.0,5700.0,12394.0,1.0,10800.0,,,,,,,,,,,,,,,,,,,,,,
20130930,,,,,,,,,,,6087.0,221.7569992,8012.0,41400.0,1334.0,10860.0,11723.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20131001,,,,,,,,,,,7000.0,252.749999583,9255.0,37860.0,2470.0,10380.0,13494.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20131002,,,,,,,,,,,5502.0,194.399999555,6969.0,34440.0,717.0,4560.0,10353.0,0.0,0.0,,,,,,,,,,,,,169.0,3947.0,434.0,1.0,109.0,10968.0,15588.0,4620.0,58.0,0.0
20131003,,,,,,,,,,,8039.0,285.400999159,10054.0,36180.0,1095.0,4920.0,15010.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
20131004,,,,,,,,,,,6649.0,229.20200057,8027.0,39900.0,1813.0,9840.0,12122.0,0.0,0.0,,,,,,,,,,,,,454.0,453.0,530.0,0.0,450.0,2474.0,4514.0,2040.0,13.0,0.0
