DATE,e_calcium,e_calories,e_carbs,e_cholesterol,e_fiber,e_protein,e_sat_fat,e_sodium,e_sugar,e_unsat_fat,m_active_time,m_calories,m_distance,m_inactive_time,m_lcat,m_lcit,m_steps,m_workout_count,m_workout_time,n_asleep_time,n_awake,n_awake_time,n_awakenings,n_bedtime,n_deep,n_duration,n_light,n_quality,n_rem,o_count,o_mood,s_asleep_time,s_awake,s_awake_time,s_awakenings,s_bedtime,s_deep,s_duration,s_light,s_quality,s_rem
20130317,480.0,1252.400012016,70.70800106525,222.3000011444,19.350000035757000,67.245001989562,34.1910004053233,1105.8000208138300,20.8200007081,38.9745006128799,10970.0,687.954999415,8385.0,33480.0,1942.0,5400.0,12284.0,1.0,6300.0,,,,,,,,,,,2.0,130.0,98.0,757.0,491.0,0.0,86.0,14880.0,23739.0,8859.0,85.0,
20130318,570.0,1485.7000193592,92.76000027661300,601.5,18.680000108474,106.499002683166,38.7119998891111,1595.0000126358500,41.22400057315,28.0287996359379,9772.0,340.52399928700000,8459.0,38580.0,772.0,3420.0,12318.0,1.0,3600.0,,,,,,,,,,,2.0,110.0,68.0,1370.0,449.0,0.0,54.0,13320.0,22980.0,9660.0,80.0,
20130319,466.19999885560000,1306.3000097269,113.78199960232,436.99999713893,20.020000004759000,82.48000119044480,28.3284001119811,1520.1000087853200,46.47699976448,25.9026000500582,11888.0,554.623000141,8604.0,36720.0,737.0,5040.0,12802.0,1.0,6000.0,,,,,,,,,,,2.0,150.0,169.0,8178.0,393.0,1.0,58.0,7958.0,12690.0,4732.0,46.0,
20130320,297.80000114440000,1206.6849956506000,74.79499960424,332.5,17.154999959467000,54.04500092979000,42.268000252993,1277.07500481545,16.275000050061,26.361999939204,10061.0,354.7479994651,9173.0,33240.0,664.0,3540.0,13326.0,1.0,3600.0,,,,,,,,,,,1.0,50.0,81.0,1096.0,460.0,1.0,70.0,11281.0,22590.0,11309.0,75.0,
20130321,692.6000003815,1330.6074085231,94.64100028519000,413.200000763,22.429400086416,84.474201133152,30.121800223590000,1685.831008732210,36.109400247296,27.627400127858,6371.0,224.46099956,8200.0,37080.0,1057.0,5400.0,12088.0,0.0,0.0,,,,,,,,,,,1.0,50.0,95.0,3588.0,423.0,1.0,43.0,11712.0,19512.0,7800.0,68.0,
20130322,176.6000022888,1375.83449602124,94.97349898813,122.4000015259,16.539499861001,55.954500663246000,40.770199680354,3232.74250078204,40.31949985031,32.5367995143,10578.0,397.246999097,9010.0,37260.0,637.0,5160.0,13272.0,2.0,4200.0,,,,,,,,,,,1.0,50.0,35.0,3360.0,448.0,1.0,18.0,16847.0,22546.0,5699.0,86.0,
20130323,140.0,457.5,53.990000000000000,3.0,9.400000011921,8.55,1.052,294.5,32.17,5.38700002384,10581.0,450.877999183,11244.0,34020.0,1265.0,3960.0,16372.0,1.0,2700.0,,,,,,,,,,,2.0,130.0,111.0,735.0,439.0,0.0,99.0,12836.0,19739.0,6903.0,71.0,
20130324,233.0000038147,799.78450036002,57.33050109857,49.4000005722,10.069499981401,22.57950000763,21.739599971772,569.84250259411,29.79250049591,32.26519992494,13943.0,750.2119998970000,9804.0,31920.0,757.0,4020.0,14559.0,1.0,7200.0,,,,,,,,,,,1.0,50.0,130.0,0.0,490.0,0.0,130.0,0.0,21600.0,0.0,0.0,
20130325,408.1999998093,1342.26667809542,97.65591333384,351.1000022888,25.059565436837000,79.792971917392,28.888013081363200,1101.10000276568,41.587971543061,39.129248509388400,11473.0,452.84568910200000,11057.0,32040.0,1279.0,5340.0,16093.0,1.0,3600.0,27.0,980.0,456.0,1.0,16.0,15493.0,25630.0,10137.0,90.0,,4.0,230.0,,,,,,,,,,
20130326,279.56521224980000,1126.39763665262,115.99286930563000,137.5,24.366782563921000,71.939522254502,19.778990985348,2014.773477787820,47.982606738831,26.476543453891,11952.0,645.375000671,8025.0,36240.0,522.0,7800.0,12016.0,1.0,6300.0,,,,,,,,,,,3.0,150.0,60.0,1875.0,449.0,3.0,44.0,11085.0,22507.0,11422.0,73.0,
20130327,167.0,1249.3813640589,119.87135176186000,102.0,21.093659905192000,60.177126621872700,31.401857936623,1516.115083367140,40.145792663119,25.03554044318800,7157.0,252.727999531,9073.0,37440.0,1247.0,5280.0,13467.0,0.0,0.0,,,,,,,,,,,2.0,120.0,61.0,1848.0,485.0,2.0,45.0,13921.0,24644.0,10723.0,83.0,
20130328,288.0,1462.43817162542,120.04220018632,209.5,23.789996600151,100.2142623993630,19.238883054254,2360.176687778550,50.331428328717000,36.13527057600400,6860.0,248.388000203,8918.0,37380.0,1099.0,6000.0,13095.0,0.0,0.0,,,,,,,,,,,2.0,130.0,73.0,1003.0,447.0,1.0,62.0,16581.0,22281.0,5700.0,84.0,
20130329,235.000015259,1241.5661978717400,89.03149008747000,325.500030518,17.001357764006000,33.3530163467,54.47618751037020,430.094752460972,55.24521648887,31.1099372282073,11467.0,568.619000345,10067.0,36000.0,1250.0,4740.0,14946.0,1.0,4500.0,,,,,,,,,,,1.0,50.0,165.0,1051.0,414.0,0.0,149.0,6481.0,14902.0,8421.0,48.0,
20130330,313.0,1401.90000963214,142.62291484001,361.0,24.44956584722,65.37930488467700,28.917614130136000,2661.7000093463,57.00630494231,20.097648372646,15555.0,965.0700005440000,8243.0,36780.0,1498.0,11640.0,12113.0,3.0,11400.0,,,,,,,,,,,1.0,80.0,64.0,773.0,403.0,0.0,53.0,13680.0,20460.0,6780.0,77.0,
20130331,369.000007629,1611.5000228884,126.94391429900000,151.0,32.269565868380000,98.02130601405,32.482914321416000,2091.0000038146,44.67130482675,31.342348331450000,11262.0,669.629946321,9116.0,33660.0,982.0,5340.0,13564.0,2.0,5400.0,134.0,1025.0,530.0,2.0,130.0,11338.0,23030.0,11692.0,72.0,,2.0,120.0,,,,,,,,,,
20130401,558.0,1434.0994129179,107.3800098896,114.0,33.500566077232,68.700654226538,36.30680845550620,1632.523735120920,39.29065430164,13.2256482180335,15203.0,710.361533354,9346.0,38640.0,1328.0,9540.0,13824.0,2.0,8100.0,,,,,,,,,,,1.0,60.0,90.0,0.0,428.0,0.0,90.0,0.0,20280.0,0.0,0.0,
20130402,241.0000038147,1466.8833622943700,105.446350741309,121.9000072479,22.810073256494000,73.356451393349,26.98464934199570,1787.9000213739,42.280449759150000,41.54870927456390,5550.0,193.08199966,6916.0,37200.0,1075.0,9360.0,10325.0,0.0,0.0,,,,,,,,,,,1.0,70.0,111.0,1144.0,388.0,0.0,93.0,8580.0,16750.0,8170.0,58.0,
20130403,280.0,1450.700999451,125.61400167940000,195.89999961860000,31.53100031614,97.068000490649,30.5455006793782,3226.8649971535,44.147000070669,14.878000259695,10060.0,498.10200017700000,8994.0,36840.0,1496.0,6420.0,13327.0,1.0,3600.0,,,,,,,,,,,1.0,60.0,1439.0,1215.0,459.0,1.0,1424.0,15180.0,27547.0,12367.0,96.0,
20130404,206.0,1543.1344909667,111.22250042109000,229.5999984741,26.71950016022,99.80250191685000,38.195900274812000,1962.54251992643,35.74450004101,21.083900079127,9032.0,297.8470005061,8315.0,37020.0,807.0,9060.0,12431.0,1.0,2700.0,30.0,0.0,210.0,0.0,30.0,0.0,10800.0,0.0,0.0,,2.0,120.0,228.0,862.0,399.0,2.0,224.0,4504.0,9784.0,5280.0,28.0,
20130405,221.0,1432.3830242154,117.15861948968,328.0,17.300500166405,77.41093805311,31.653392096061,2161.523444384780,39.60793669223,28.627499956366000,8527.0,310.184999745,6348.0,40500.0,756.0,5460.0,9480.0,1.0,3600.0,,,,,,,,,,,1.0,50.0,127.0,4505.0,403.0,0.0,53.0,9180.0,16505.0,7325.0,58.0,
20130406,284.0,1350.0000038147,94.71000066398,233.6000003815,22.90000004768,91.66700057032,19.824200090015900,1949.800003052,24.859999830711,23.006400282375000,6890.0,322.479000494,6894.0,40260.0,1138.0,7020.0,10212.0,1.0,1800.0,,,,,,,,,,,2.0,120.0,46.0,3546.0,480.0,1.0,0.0,14188.0,25409.0,11221.0,86.0,
20130407,212.0,1390.5000152584,73.84500113129000,237.1000003815,20.30000028611,95.17200342646400,28.2667006127429,1756.3000526436000,24.435000534054000,27.457400156265000,1315.0,36.24154289096,277.0,47340.0,40.0,47340.0,347.0,1.0,1200.0,,,,,,,,,,,2.0,130.0,152.0,994.0,466.0,1.0,141.0,11750.0,18563.0,6813.0,65.0,
20130408,295.0,1229.6200019837000,99.456000298563,176.0,27.800000214580000,84.179999995244,19.764900328514900,1390.4000110623,37.067000095839,24.782400217895,14482.0,601.303999361,10315.0,33360.0,1102.0,3420.0,15388.0,2.0,7200.0,,,,,,,,,,,1.0,50.0,61.0,1131.0,467.0,1.0,57.0,7801.0,23933.0,16132.0,69.0,
20130409,833.400024414,1336.3171073917000,94.51876854893000,143.0,30.131884258950000,77.83594264984,29.27126889211,1621.3391418461,31.87594220519,32.789500171660000,13772.0,812.915999573,10419.0,34980.0,1265.0,6660.0,15509.0,1.0,6900.0,,,,,,,,,,,1.0,70.0,83.0,1015.0,452.0,0.0,67.0,14580.0,22305.0,7725.0,82.0,
20130410,314.0,1301.1200057984,114.26500004535900,150.5000019073,33.509999912989,71.678000056783,32.8659997940144,1556.000003636120,37.846000254159,36.6657999150141,10490.0,362.787000475,8688.0,37080.0,859.0,4620.0,13031.0,1.0,3600.0,65.0,0.0,165.0,0.0,65.0,0.0,6000.0,0.0,0.0,,2.0,120.0,189.0,1306.0,450.0,1.0,185.0,9254.0,15554.0,6300.0,52.0,
20130411,340.0,1377.5000114445,118.49000069497200,217.70000362390000,28.970000189540000,77.45300090316,24.8956002727123,891.0000027716400,23.376000136136000,34.905900716770000,10392.0,470.42800027700000,11009.0,35460.0,2407.0,7620.0,16421.0,1.0,1800.0,,,,,,,,,,,2.0,110.0,,,,,,,,,,
20130412,341.8000049591,723.8000030518,91.148334462619,44.900001525900000,15.56666662693,26.52166715145,17.535000366688,1100.7333354954,37.695000569809,12.67699995423,7994.0,281.785999473,10111.0,38100.0,1350.0,5160.0,15020.0,0.0,0.0,,,,,,,,,,,2.0,150.0,109.0,1359.0,458.0,1.0,93.0,14289.0,20641.0,6352.0,75.0,
20130413,276.0,1160.1999864577700,92.26900015232200,182.80000090595000,24.500000019379,61.56400108342,25.9160998850671,1244.90000510245,15.283999895598,43.443299352637000,7597.0,354.81800156500000,9038.0,37200.0,749.0,12240.0,13325.0,2.0,1500.0,,,,,,,,,,,1.0,50.0,78.0,1118.0,442.0,0.0,62.0,13981.0,21960.0,7979.0,80.0,
20130414,450.0,1286.519999504,111.15366733068000,105.0,23.843333280083000,58.561333209278,33.68719981050860,961.741668761605,38.586000502107,24.127200104667000,6195.0,221.664000221,7905.0,37860.0,1132.0,7140.0,11682.0,0.0,0.0,,,,,,,,,,,2.0,120.0,,,,,,,,,,
20130415,438.3000068664,1399.5040330894000,112.422754991037,241.5000076294,28.625000700371,90.499001428441,19.467675335718,1966.30006587493,28.0422504617967,49.614602163470000,6289.0,277.315000679,5648.0,37680.0,917.0,8640.0,8475.0,1.0,1800.0,,,,,,,,,,,1.0,60.0,71.0,5627.0,556.0,3.0,1.0,17825.0,27905.0,10080.0,97.0,
20130416,468.0,1371.8860216138000,112.310831158185,284.0,27.281667169932,75.70795769867200,28.2422028620384,3610.340639890090,46.7505416399262,38.371001755058,6643.0,241.797998963,8657.0,36720.0,629.0,4140.0,12714.0,0.0,0.0,,,,,,,,,,,1.0,50.0,98.0,989.0,452.0,0.0,82.0,12615.0,21315.0,8700.0,73.0,
20130417,569.6000013352,1462.1000022887000,105.34200261828000,480.900001526,25.970000565057,100.973999335801,27.220300326677100,3064.2999927395500,40.45600087375,33.6784008922937,10300.0,464.68899954200000,9925.0,35940.0,1244.0,6420.0,14639.0,1.0,3000.0,,,,,,,,,,,1.0,50.0,125.0,1289.0,434.0,0.0,104.0,11150.0,18828.0,7678.0,64.0,
20130418,214.0,1223.0000057217000,82.438502161455,93.9999980927,21.760000434514,51.359999523192,36.89515051832330,1399.8750000592400,37.772500352998800,32.4159010157775,5506.0,199.897999894,7063.0,37560.0,1274.0,7440.0,10432.0,0.0,0.0,426.0,431.0,480.0,0.0,420.0,3180.0,3210.0,30.0,11.0,,1.0,50.0,104.0,702.0,413.0,0.0,93.0,13680.0,18637.0,4957.0,72.0,
20130419,330.0,1292.5000076300000,105.74400257047,368.5,28.28000056743,59.828002822367,29.8880003245079,2000.3000086510300,42.607000760133000,45.422801787023,1467.0,49.890000103,1743.0,46200.0,510.0,11340.0,2659.0,0.0,0.0,1597.0,24743.0,1686.0,0.0,1216.0,2580.0,5756.0,3176.0,14.0,,1.0,50.0,185.0,717.0,424.0,0.0,174.0,10566.0,14466.0,3900.0,54.0,
20130420,68.0,588.0,82.500000178813,12.0,14.20000007153,19.79999995232,2.300000023842,413.000007629,23.200000047684,12.600000011921,13812.0,735.6740001590000,10441.0,33300.0,859.0,5220.0,15564.0,1.0,7200.0,,,,,,,,,,,1.0,80.0,35.0,1575.0,579.0,2.0,24.0,19293.0,32013.0,12720.0,100.0,
20130421,493.60000038147,1409.2499980927,137.688001365587,432.899999619,30.710000342126000,71.443000353569,20.3215001989329,1798.3500013953800,54.07700064421900,45.957000603823000,14208.0,852.071000163,12346.0,30780.0,2396.0,6900.0,18444.0,1.0,6300.0,,,,,,,,,,,1.0,70.0,177.0,1730.0,486.0,0.0,161.0,11768.0,18638.0,6870.0,65.0,
20130422,285.0,1346.0866756440000,121.61933520319000,187.0,29.39000036716,65.644000281151,16.172400378784,1894.37500214372,52.994333819170000,31.898501227129000,19099.0,994.074999892,10778.0,29700.0,1063.0,3960.0,15932.0,2.0,12600.0,,,,,,,,,,,1.0,70.0,113.0,1544.0,491.0,1.0,91.0,13478.0,22478.0,9000.0,76.0,
20130423,338.0,1259.6499958044,95.127250998027,186.3999996185,25.776000404360000,60.630400185597,37.0566258569433,1510.500004232460,36.057350054966,32.251100282856,5519.0,193.623999173,6922.0,40020.0,642.0,5760.0,10324.0,0.0,0.0,,,,,,,,,,,1.0,50.0,115.0,1996.0,494.0,1.0,104.0,8760.0,21502.0,12742.0,65.0,
20130424,616.428571701,1470.2457180023000,117.522357766039,454.2000007629,35.475928783415,78.67455752788600,27.057914641733,2371.599987089210,41.3540142330443,39.143300106655000,6931.0,284.3350008258,7630.0,37860.0,1460.0,6540.0,11433.0,1.0,1200.0,,,,,,,,,,,1.0,50.0,159.0,741.0,448.0,0.0,148.0,11881.0,17404.0,5523.0,64.0,
20130425,357.0,1398.4764022829,122.27241069799,442.5,37.35624616143,76.62474774840000,36.2580280999,2435.000019133600,53.274744393810000,43.13819647125,10233.0,503.900999661,11872.0,35880.0,2568.0,5820.0,17341.0,1.0,3600.0,,,,,,,,,,,2.0,120.0,82.0,1671.0,456.0,1.0,71.0,16752.0,22356.0,5604.0,85.0,
20130426,736.97142839437,1499.5195765495,68.16727547646200,249.0,17.428650885823,89.69319062531100,36.13439173847,1392.1000000834500,36.323396791515000,46.07074079514,16420.0,446.885000137,11151.0,36600.0,1236.0,4560.0,16781.0,2.0,8101.0,,,,,,,,,,,1.0,50.0,47.0,769.0,385.0,0.0,35.0,12002.0,20330.0,8328.0,73.0,
20130427,580.0,1371.083776474,99.05096547364700,199.99999952316,22.676576960089,85.28088257789300,35.977330221667,1936.2984085083,47.304144047493,30.012891886830000,16272.0,681.5650006870000,13549.0,30720.0,1550.0,4560.0,20614.0,1.0,5400.0,,,,,,,,,,,1.0,50.0,36.0,1620.0,465.0,1.0,25.0,13260.0,25207.0,11947.0,86.0,
20130428,803.6000366210000,1233.1518912312,93.48084762094,162.800003052,22.205688416939000,82.459414485693,24.9475183955,2221.300025935,53.930963487620000,12.99372278176,4630.0,158.164000733,5657.0,41040.0,1296.0,8700.0,8539.0,0.0,0.0,,,,,,,,,,,1.0,70.0,95.0,3489.0,471.0,2.0,46.0,15299.0,22071.0,6772.0,79.0,
20130429,390.0000019073,1279.9588851928,108.97749896527000,423.19999885560000,30.520888853079,67.38253320990400,26.115020075913,2461.500022947400,22.872244044539,28.339370051387,9285.0,414.887999304,7312.0,37800.0,749.0,5100.0,10810.0,1.0,3600.0,,,,,,,,,,,1.0,50.0,1409.0,1137.0,448.0,1.0,1398.0,19442.0,28456.0,9014.0,100.0,
20130430,327.666667938,1254.5852155698,64.80884792322100,668.666671753,17.698355251589,83.99741325489400,26.212218640969000,2463.566695451180,25.370963540916700,35.893088779063,6318.0,228.115999594,8177.0,40080.0,800.0,6300.0,12037.0,0.0,0.0,,,,,,,,,,,1.0,50.0,89.0,822.0,466.0,0.0,76.0,10680.0,22857.0,12177.0,74.0,
20130501,342.5000019073,1357.1896324142,140.90183596251,181.0,30.561234426495000,66.559721603405,30.284923437712000,2211.2272577291700,26.9654587677177,38.584538192759,11217.0,518.699000338,10146.0,34740.0,1542.0,3180.0,15119.0,1.0,3600.0,,,,,,,,,,,1.0,50.0,48.0,2366.0,462.0,1.0,37.0,17159.0,23671.0,6512.0,92.0,
20130502,356.000007629,1227.7269883155300,105.24683643821000,245.0,27.060983794921,70.24340407632010,27.62117409625220,1534.4211627999100,46.55297856211,23.20050709582140,8234.0,351.4012330428,9091.0,39360.0,1029.0,7740.0,13436.0,1.0,2100.0,,,,,,,,,,,1.0,50.0,182.0,2131.0,424.0,0.0,154.0,9540.0,14470.0,4930.0,53.0,
20130503,668.0000152590000,1537.3099060058,103.20713379864300,269.5,33.102476632584,89.823899382395,33.345455748996100,1671.8066683423000,44.629977941506,53.696803132257000,7203.0,252.94000029,9107.0,40680.0,1961.0,11280.0,13549.0,0.0,0.0,,,,,,,,,,,1.0,70.0,85.0,686.0,424.0,0.0,74.0,13081.0,20356.0,7275.0,74.0,
20130504,124.0,1268.6680107127,88.813452780223,549.0,19.283920824518000,71.6227633366138,31.950600564479,1103.2066584235700,38.81000021102,38.056113010847500,9502.0,432.182999538,11294.0,40020.0,1102.0,6600.0,16395.0,1.0,2100.0,,,,,,,,,,,1.0,70.0,47.0,1754.0,400.0,1.0,35.0,14880.0,20400.0,5520.0,80.0,
20130505,270.0,1301.42453169785,105.13010884285,464.0,20.147266429666000,70.96938853468770,24.921910196304500,1380.931244850190,57.954999999992000,25.66525533158300,8673.0,297.068000898,10659.0,36420.0,1806.0,7260.0,16034.0,0.0,0.0,,,,,,,,,,,1.0,50.0,,,,,,,,,,
20130506,308.0,1459.36862921705,80.23912940039,705.0,17.005341553698000,68.00402517554100,39.845382477536,1350.8349823947500,34.28155711411,53.04251742506000,7875.0,351.2880000432,8934.0,36540.0,1068.0,4140.0,13217.0,1.0,1800.0,,,,,,,,,,,2.0,120.0,32.0,1111.0,451.0,0.0,16.0,18780.0,25380.0,6600.0,97.0,
20130507,244.00000095393000,1338.71382904027,99.69157228461,339.6000061035,22.340000033378,72.70076306096400,32.14089578265360,1618.018074393300,50.840761871326000,18.2521002493721,6946.0,237.579000354,8451.0,41220.0,1404.0,6840.0,12757.0,0.0,0.0,,,,,,,,,,,2.0,120.0,76.0,709.0,380.0,0.0,65.0,13381.0,18374.0,4993.0,73.0,
20130508,267.0,1406.9895210273,105.936822919893,318.599998474,28.422290492068,60.83836582074300,31.521025254006000,1533.75124829939,45.41925665855100,48.37243984219100,11472.0,396.96199999200000,9975.0,37380.0,1713.0,4980.0,14875.0,1.0,3600.0,,,,,,,,,,,1.0,50.0,40.0,1662.0,459.0,1.0,29.0,18660.0,24360.0,5700.0,95.0,
20130509,277.0,1434.1513500212000,102.275100476782,311.40000343330000,24.284778830404000,66.46486696777,35.976834362344,1630.068209350240,38.730290840879,35.733283364938,5683.0,206.010000508,7077.0,39720.0,657.0,6660.0,10555.0,0.0,0.0,,,,,,,,,,,1.0,50.0,292.0,302.0,353.0,0.0,288.0,1140.0,3796.0,2656.0,11.0,
20130510,311.0,1425.10057234745,129.91323431611900,307.10000038150000,37.3899318322279,68.43602279778700,33.301941025826400,2285.8119765221900,44.402703946742,34.589748923727,11195.0,470.014573338,10932.0,36120.0,2594.0,5220.0,16325.0,1.0,2820.0,,,,,,,,,,,1.0,50.0,63.0,1302.0,446.0,1.0,51.0,14837.0,23059.0,8222.0,81.0,
20130511,647.0,1435.06021738057,100.40809779167,182.0,25.731344765420000,78.79575277443300,36.073263735115300,1746.563753128050,49.54699954032,23.1766055056822,11233.0,593.003000319,9090.0,38040.0,729.0,3600.0,13560.0,1.0,5400.0,,,,,,,,,,,1.0,50.0,91.0,2715.0,445.0,2.0,75.0,15960.0,19886.0,3926.0,80.0,
20130512,978.0,1347.5000095373000,83.75400197513,633.0,8.430000126364,127.588000118702,15.095500014720000,1058.6000040176000,50.981002043898600,24.8639000356,6395.0,227.242999762,7999.0,41040.0,1500.0,7380.0,11909.0,0.0,0.0,,,,,,,,,,,1.0,50.0,,,,,,,,,,
20130513,277.0,1406.2372446059000,97.04684525729,445.199999987921,13.973844742771,65.09754377597200,35.301691808549000,1026.8630447979200,45.728791080422000,42.662705375890000,11753.0,535.243999626,8938.0,37860.0,1041.0,7500.0,13168.0,1.0,5100.0,,,,,,,,,,,1.0,50.0,3.0,1386.0,392.0,1.0,1437.0,14520.0,22350.0,7830.0,83.0,
20130514,550.0,1490.51895666157,124.35903275245000,334.0,23.322501891843,71.364195699718,28.685909972459800,1104.352868229670,65.88733396295000,39.51872390819390,12020.0,503.926998971,13707.0,33360.0,1689.0,4140.0,20363.0,1.0,1980.0,,,,,,,,,,,1.0,50.0,129.0,1177.0,433.0,1.0,118.0,13380.0,17828.0,4448.0,69.0,
20130515,227.0,1388.07559394804,109.57457872509600,469.5,21.802725321054,64.797854841955,31.001161692460200,1475.993391424450,42.367639152406200,40.257957868244700,6494.0,229.332000641,8131.0,38640.0,1410.0,5760.0,12144.0,0.0,0.0,,,,,,,,,,,1.0,50.0,,,,,,,,,,
20130516,172.40000009537,1382.9072437284,130.964812904589,340.3800010681,25.702709215886000,58.6676108986,21.1355101943107,1456.871075644270,44.145580016064,48.3142077881823,9430.0,413.169999847,9946.0,39180.0,2690.0,6900.0,14736.0,1.0,1920.0,,,,,,,,,,,1.0,70.0,83.0,1322.0,416.0,0.0,71.0,11402.0,20101.0,8699.0,70.0,
20130517,301.0,1198.66659402857,103.52349016781100,268.5,26.334448766718000,52.789649549716,27.82650122813130,1569.188712820010,36.598797000938800,40.113706205274500,12676.0,698.837000175,7136.0,38460.0,973.0,5700.0,10683.0,1.0,7200.0,,,,,,,,,,,1.0,50.0,66.0,1449.0,440.0,0.0,55.0,11118.0,22533.0,11415.0,74.0,
20130518,439.25716686240000,1244.1714363101,123.87371456624000,285.500007629,13.182857394215000,59.32971546053,17.3566286088847,1682.100013733,35.5604289621178,22.765900218848900,10125.0,430.465539988,10901.0,33360.0,1325.0,4680.0,16289.0,1.0,1920.0,,,,,,,,,,,1.0,50.0,97.0,712.0,516.0,0.0,91.0,15360.0,24866.0,9506.0,88.0,
20130519,247.0,1177.20001506827,69.112003433737,656.5,13.409999966620000,77.26900053025400,22.5503000728869,958.25000429207,33.45200027707,39.956000417467000,8207.0,269.617000168,9465.0,37560.0,2376.0,8940.0,14585.0,0.0,0.0,,,,,,,,,,,1.0,50.0,80.0,1726.0,454.0,0.0,69.0,15601.0,22381.0,6780.0,83.0,
20130520,349.6666707997,1449.1122798914,138.23565440649100,362.0,25.707497990135,66.976320402631,26.663417382306100,1288.0056663748900,43.5635000366,46.101574057488000,13919.0,673.9049987440000,9743.0,34560.0,1023.0,4080.0,14465.0,2.0,7200.0,,,,,,,,,,,1.0,60.0,82.0,2018.0,455.0,0.0,65.0,17280.0,22429.0,5149.0,88.0,
20130521,312.55555558205000,1261.5622806556700,112.583986394112,143.53333282470000,27.147497844701,65.323876276587,29.7932844946179,930.49732172501,35.627499878401,32.88329574913230,7969.0,282.194999853,10130.0,35220.0,1613.0,6480.0,14990.0,0.0,0.0,,,,,,,,,,,1.0,50.0,61.0,991.0,435.0,0.0,45.0,11977.0,22477.0,10500.0,76.0,
20130522,141.8571424484,1215.8299560547,88.90415501591,158.2000007629,23.662566244599,53.99644637107600,35.897086885981,1264.4867224098000,25.382428467224000,37.82206347292,7205.0,346.20899951400000,7418.0,39480.0,879.0,9000.0,11097.0,2.0,2100.0,,,,,,,,,,,1.0,50.0,80.0,2588.0,504.0,1.0,69.0,15847.0,23560.0,7713.0,84.0,
20130523,200.0,1453.0395171040000,118.42189137638800,191.099999905,29.542738080027,64.373664252376,35.283599328862000,2256.359422388030,38.050496191744,47.234877236138,6575.0,229.020000203,8265.0,40080.0,1492.0,7020.0,12308.0,0.0,0.0,,,,,,,,,,,1.0,50.0,88.0,2214.0,432.0,1.0,72.0,11346.0,20286.0,8940.0,71.0,
20130524,193.0000019073,1559.9182834622,139.409702062619,72.70000195498,37.826723843818,67.70714569094100,22.081975758077400,833.786155670829,41.37283320727,46.0813903138078,10388.0,364.595999597,9006.0,40680.0,1362.0,7500.0,13307.0,1.0,3600.0,,,,,,,,,,,1.0,50.0,125.0,1027.0,419.0,0.0,114.0,9618.0,18138.0,8520.0,60.0,
20130525,240.0,1100.3749942779,93.46899992942,145.0,21.045000016693000,50.213000168193,22.480000206712,1823.475006104,52.591999867402,37.964199893920000,11628.0,663.747999875,6765.0,34920.0,723.0,4080.0,10022.0,1.0,7200.0,,,,,,,,,,,1.0,50.0,123.0,2876.0,581.0,1.0,111.0,15549.0,26949.0,11400.0,90.0,
20130526,216.0,1401.9200019844000,82.623000144927,781.200012207,23.115000443457,77.137998461631,34.2557002953519,1931.3799954226,39.972999839185,52.708401075018,15308.0,814.0829999090000,12959.0,28920.0,2218.0,2880.0,19373.0,1.0,6000.0,,,,,,,,,,,1.0,50.0,153.0,334.0,454.0,0.0,149.0,9900.0,18020.0,8120.0,61.0,
20130527,248.0,860.4800007346,89.32566952707300,66.5,14.507500097147000,33.665166601514,19.351300185547,1898.8250123223700,50.08716828377500,19.950800591158,14959.0,850.658000753,9406.0,36660.0,2082.0,3900.0,14141.0,2.0,7800.0,,,,,,,,,,,1.0,50.0,77.0,759.0,605.0,0.0,65.0,23280.0,31889.0,8609.0,100.0,
20130528,370.0,1593.4538891315800,170.89958101514,323.4000015259,32.094782054425000,82.633799850931,27.048593884329000,3137.85881301779,37.3979997001697,36.639997535389900,14327.0,808.540999726,11761.0,29640.0,2068.0,4620.0,17280.0,1.0,6300.0,,,,,,,,,,,1.0,50.0,60.0,3499.0,514.0,4.0,49.0,13282.0,24433.0,11151.0,78.0,
20130529,440.0,1391.0205685392000,95.98188102799700,585.200012207,23.026448142631,100.73280073995500,26.010293898353900,1139.5838175716500,38.787999928031,39.176228216823,6625.0,234.702999737,8441.0,40440.0,991.0,7080.0,12535.0,0.0,0.0,,,,,,,,,,,1.0,50.0,117.0,702.0,466.0,0.0,106.0,11880.0,21439.0,9559.0,72.0,
20130530,1244.0000629423,1204.520576168,104.82088167507,434.5,23.79644852887,53.95279913906,25.455593964331,1705.1338153782200,35.4939999702617,44.85422851934,12399.0,437.270999337,11328.0,37200.0,2062.0,5160.0,16711.0,1.0,3600.0,,,,,,,,,,,1.0,50.0,23.0,1234.0,357.0,0.0,12.0,11040.0,20100.0,9060.0,72.0,
20130531,1519.0,767.8705593835,98.70188104706,25.0,13.231447887531,28.083798676729,13.49599371296,473.38379868865,41.879999976162,17.30792737134,11249.0,475.18999996500000,12854.0,36480.0,1676.0,9120.0,18936.0,1.0,2100.0,,,,,,,,,,,1.0,50.0,23.0,1868.0,382.0,1.0,12.0,13036.0,21136.0,8100.0,77.0,
